Code Ouvrage,Référence ouvrage,Métier,Prestation,Type de Toit,Nom de l'ouvrage,Chapitre de l'ouvrage (Dépose/Préparation du Support/ Pose ….),Texte de la ligne/ Texte commercial (rtf),Texte de la ligne/ Texte commercial (converti),Commentaire Technique/ Texte Chargé d'affaires (rtf),Commentaire Technique/ Texte Chargé d'affaires (converti),Unité de l'ouvrage,Code Article,Référence article,Désignation matériaux,Unité Article,Qté,Prix d'achat
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,30765,R68043,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,80",m²,0.25,6.85
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,8,0.96
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,14248,R119828,GANTS DE TRAVAIL AVEC PAUME EN NITRILE NOIR/GRIS (PROTECTION NIV 3) TAILLE 10,u,1,4.33
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,24284,R27472,CHIFFONS                     1KG,forfa,1,0.25
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,275,28040-802,"Seau plastique gradué universel 2,5 kg",u,1,0.85
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,314,28090-003,Spatule bois (450 x 35 mm),u,1,0.85
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,288,28054-010,"Pattes de lapin, 10 cm large",u,1,0.75
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,295,28059-060,"Pinceau à radiateurs, 60 mm large",u,1,1.98
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,152,26040-001,"Triflex Scotch armé pour surface minérale, 50 mm",m,0.1,0.67
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,256,26090-009-1,Triflex nettoyant  9 l,l,0.2,0.842
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,121,22900-730-150-2,Triflex ProDetail été gris pierre,kg,3,30.06
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,162,26051-026,"Triflex Voile de renfort 26,25 cm large",m,3,3.66
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,30820,R68133,"GOUTTIERE ZINC NATUREL VM 1/2 RONDE DE 25 SANS PINCE 4ML EP.0,80MM",ml,1,8.7
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,15392,R12107,CROCHET VADOT 'V' PREGALVANISE GOUTTIERE 1/2R 25 DOS PLAT,u,2.5,1.55
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,37699,R99427,CROCHET ROUEN PREGALVANISE POUR GOUTTIERE 1/2R DE 25,u,2.5,3.675
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
469,AB281248,Maintenance,Réparation,Etanchéité Par membrane PVC,Changement de la Gouttière Zinc 25,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,Dépose,"Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, les crochets ainsi que la gouttière. ","Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, les crochets ainsi que la gouttière.",,,ml,,,,,0,0
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,"Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, les crochets ainsi que la gouttière. ","Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, les crochets ainsi que la gouttière.",,,,,,0,0
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.33,36.3
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,Pose,"Fourniture et pose d'une gouttière demi-ronde en zinc dev. 0,25 de développé posée sur crochets Vadot ou parisien suivant support, fixés par vis comprenant les talons, la naissance, soudures barrées à l'étain des jonctions, et remise en place de trois rangs de tuiles plates y compris doublis fixé mécaniquement ou par scellement. Compris réglage de la pente","Fourniture et pose d'une gouttière demi-ronde en zinc dev. 0,25 de développé posée sur crochets Vadot ou parisien suivant support, fixés par vis comprenant les talons, la naissance, soudures barrées à l'étain des jonctions, et remise en place de trois rangs de tuiles plates y compris doublis fixé mécaniquement ou par scellement. Compris réglage de la pente",,,ml,,,,,0,0
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,"Fourniture et pose d'une gouttière demi-ronde en zinc 80/100 dev. 0,25 de développé posée avec une pente de 5mm/m sur crochets Vadot ou parisien suivant support fixés par vis à chaque chevron comprenant les talons, la naissance, soudures barrées à l'étain des jonctions, et remise en place du doublis saillant 0,08m fixé mécaniquement. ","Fourniture et pose d'une gouttière demi-ronde en zinc 80/100 dev. 0,25 de développé posée avec une pente de 5mm/m sur crochets Vadot ou parisien suivant support fixés par vis à chaque chevron comprenant les talons, la naissance, soudures barrées à l'étain des jonctions, et remise en place du doublis saillant 0,08m fixé mécaniquement.",,,,,,0,0
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,28032,R50746,IRB TUILE PLATE PRESSEE 17X27 STE FOY ROUGE NUANCE,u,6,3.66
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,24790,R30167,"POINTE GALVANISEE TETE EXTRA LARGE Ø2,7X35MM - BOITE 5KG",u,0.1,0.007
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,30898,R68396,CHANLATTE TRAITE CLASSE 2 10X20X50,ml,1,0.66
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.25,5.2675
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,30315,R66680,"COULISSEAU PLAT ZINC NATUREL VM DEV.80 EP.0,65MM 2ML",ml,0.25,0.785
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,30820,R68133,"GOUTTIERE ZINC NATUREL VM 1/2 RONDE DE 25 SANS PINCE 4ML EP.0,80MM",ml,1,8.7
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,15392,R12107,CROCHET VADOT 'V' PREGALVANISE GOUTTIERE 1/2R 25 DOS PLAT,u,2.5,1.55
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,37699,R99427,CROCHET ROUEN PREGALVANISE POUR GOUTTIERE 1/2R DE 25,u,2.5,3.675
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
470,AB28248,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Zinc 25,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
471,AB28348,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Zinc 25,Dépose,"Dépose et stockage d'un rang de tuile mécanique, des crochets ainsi que de la gouttière. ","Dépose et stockage d'un rang de tuile mécanique, des crochets ainsi que de la gouttière.",,,ml,,,,,0,0
471,AB28348,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Zinc 25,,,,"Dépose et stockage d'un rang de tuile mécanique, de ses crochets ainsi que de la gouttière. ","Dépose et stockage d'un rang de tuile mécanique, de ses crochets ainsi que de la gouttière.",,,,,,0,0
471,AB28348,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Zinc 25,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.33,36.3
